Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
2161,19,Apr 24,SFG,,CIN,"L,5-9",CG,4,2,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,.230,.351,.721,1.073,3,.86,0.222,1.02,0.16%,2.00,LF
2162,20,Apr 25,SFG,,CIN,"L,5-7",CG,5,4,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.231,.354,.708,1.062,3,1.28,0.015,1.47,0.01%,0.49,LF
2163,21,Apr 26,SFG,,CIN,"L,5-7",CG,5,4,1,2,1,0,1,3,1,0,1,0,0,0,0,0,0,0,.246,.369,.754,1.123,3,.72,0.110,.77,0.07%,2.40,LF
2164,22,Apr 27,SFG,,CHC,"L,3-7",GS-8,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.239,.368,.732,1.100,3,.71,0.010,.73,0.01%,0.13,LF
2165,24 (1),Apr 29,SFG,,CHC,"L,2-11",CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.240,.363,.747,1.109,3,.55,0.103,.57,0.06%,0.25,LF
2166,25,May 1,SFG,@,PIT,"W,11-6",GS-7,5,1,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,.237,.385,.737,1.122,3,.57,0.063,.54,0.04%,0.82,LF
2167,26,May 2,SFG,@,PIT,"W,7-6",CG,5,5,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.235,.376,.741,1.117,3,.82,0.083,.87,0.05%,0.87,LF
2168,27,May 3,SFG,@,PIT,"L,3-4",CG,5,3,1,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,.262,.406,.786,1.191,3,1.92,0.378,2.08,0.25%,3.51,LF
2169,28,May 4,SFG,@,PHI,"W,4-2",CG,4,2,1,1,0,0,1,2,2,0,1,0,0,0,0,0,1,0,.267,.418,.814,1.232,3,.70,0.268,.73,0.17%,2.24,LF
2170,29,May 5,SFG,@,PHI,"L,2-4",CG,5,3,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,.258,.417,.787,1.204,3,.96,-0.003,1.04,0.00%,0.01,LF
2171,30,May 6,SFG,@,PHI,"L,8-10",8-8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.256,.414,.778,1.192,3,1.98,-0.048,2.07,-0.03%,-0.30,PH
2172,31,May 7,SFG,,MON,"W,6-2",CG,4,2,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,.272,.433,.783,1.216,3,.68,0.080,.68,0.05%,1.23,LF
2173,32,May 8,SFG,,MON,"W,9-1",GS-8,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.266,.435,.766,1.201,3,.76,-0.019,.79,-0.01%,-0.20,LF
2174,33,May 9,SFG,,MON,"L,0-8",GS-7,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.258,.425,.742,1.167,3,.90,-0.063,.97,-0.04%,-0.86,LF
2175,35 (1),May 11,SFG,,NYM,"W,3-2",CG(10),5,3,2,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,.260,.432,.760,1.192,3,2.12,0.242,2.21,0.15%,0.98,LF
2176,36,May 12,SFG,,NYM,"W,10-3",GS-7,4,3,2,2,2,0,0,2,1,0,1,0,0,0,0,0,0,0,.272,.441,.777,1.218,3,.70,0.127,.78,0.09%,3.56,LF
2177,37,May 13,SFG,,NYM,"W,6-3",CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.271,.436,.766,1.202,3,.34,0.027,.41,0.02%,0.70,LF
2178,38,May 15,SFG,@,FLA,"W,7-4",GS-9,5,4,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,.270,.434,.757,1.191,3,.86,0.174,1.05,0.13%,1.06,LF
2179,39,May 16,SFG,@,FLA,"L,3-4",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.270,.430,.739,1.169,3,1.46,-0.013,1.84,-0.01%,-0.34,LF
2180,40,May 17,SFG,@,FLA,"L,3-8",CG,4,3,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,.271,.431,.754,1.186,3,.99,0.048,1.18,0.04%,0.63,LF
2181,41,May 18,SFG,@,ATL,"L,5-6",CG,4,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,.273,.433,.769,1.202,3,1.43,0.176,1.67,0.12%,0.32,LF
2182,42,May 19,SFG,@,ATL,"W,6-3",CG,5,5,3,4,1,0,3,3,0,0,1,0,0,0,0,0,0,0,.294,.444,.849,1.294,3,1.11,0.482,1.28,0.33%,3.64,LF
2183,43,May 20,SFG,@,ATL,"L,6-11",GS-8,4,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,.305,.458,.898,1.356,3,.65,0.188,.80,0.14%,2.77,LF
2184,44,May 21,SFG,@,ARI,"L,2-4",CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.303,.453,.902,1.354,3,.93,0.048,1.25,0.04%,0.37,LF
2185,45,May 22,SFG,@,ARI,"L,8-12",CG,5,3,1,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,.311,.463,.919,1.381,3,.65,0.037,.82,0.03%,1.58,LF
2186,46,May 23,SFG,@,ARI,"W,5-1",CG,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,.317,.464,.906,1.370,4,.79,0.053,.96,0.04%,0.71,LF
2187,47,May 24,SFG,,COL,"W,5-1",CG,4,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,.317,.464,.915,1.380,3,.37,0.096,.44,0.07%,0.63,LF
2188,48,May 25,SFG,,COL,"L,1-6",CG,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.319,.471,.910,1.380,4,.92,0.086,1.16,0.07%,1.08,LF
2189,50 (1),May 27,SFG,,COL,"W,5-4",CG,4,3,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,.320,.471,.918,1.390,4,.77,0.110,.88,0.08%,1.48,LF
2190,51,May 28,SFG,,ARI,"L,1-2",CG(12),5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,.311,.464,.894,1.358,4,1.80,-0.194,2.20,-0.14%,-1.14,LF
2191,52,May 29,SFG,,ARI,"L,0-1",CG(18),8,5,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,.301,.461,.865,1.326,3,2.71,-0.381,3.04,-0.26%,-1.63,LF
2192,53,May 30,SFG,,ARI,"L,3-4",CG,4,3,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,.308,.466,.899,1.366,4,1.07,0.277,1.13,0.18%,2.74,LF
2193,54,Jun 1,SFG,@,COL,"W,11-7",CG,5,2,3,1,0,0,1,2,3,2,0,0,0,0,0,0,0,0,.311,.474,.913,1.387,4,.88,0.193,.76,0.10%,2.11,LF
2194,55,Jun 2,SFG,@,COL,"L,5-7",CG,5,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,.305,.472,.896,1.369,4,1.53,-0.142,1.50,-0.08%,-0.87,LF
2195,56,Jun 3,SFG,@,COL,"L,2-11",GS-7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.299,.466,.880,1.346,4,.38,-0.031,.34,-0.02%,-0.84,LF
2196,57,Jun 4,SFG,,SDP,"W,3-1",CG,4,2,1,2,0,0,1,2,1,1,0,0,0,1,0,0,0,0,.308,.471,.899,1.371,4,.64,0.106,.49,0.05%,1.67,LF
2197,58,Jun 5,SFG,,SDP,"W,7-6",CG,5,3,3,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,.314,.478,.913,1.391,4,1.23,0.258,1.05,0.13%,2.36,LF
2198,60 (1),Jun 7,SFG,,SDP,"L,7-10",CG,5,4,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,.318,.481,.926,1.407,3,.33,0.080,.32,0.05%,2.68,LF
2199,61,Jun 8,SFG,@,OAK,"L,2-4",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,.315,.481,.916,1.397,3,1.21,0.073,1.04,0.04%,0.39,DH
2200,62,Jun 9,SFG,@,OAK,"W,4-3",CG(11),5,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,.309,.480,.901,1.380,3,1.80,-0.197,1.44,-0.09%,-0.48,DH
2201,63,Jun 10,SFG,@,OAK,"L,2-6",CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.310,.480,.891,1.371,3,.70,0.081,.59,0.04%,0.89,LF
2202,64,Jun 12,SFG,,ANA,"W,3-2",CG,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.314,.480,.899,1.379,3,.48,0.121,.39,0.06%,1.35,LF
2203,65,Jun 13,SFG,,ANA,"W,1-0",CG,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.313,.477,.885,1.362,3,.98,-0.060,.86,-0.03%,-0.29,LF
2204,66,Jun 14,SFG,,ANA,"W,10-4",CG,5,3,3,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,.318,.483,.903,1.385,3,.37,0.045,.34,0.03%,1.15,LF
2205,67,Jun 15,SFG,,OAK,"W,3-1",CG,4,3,2,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,.328,.491,.934,1.425,3,.44,0.229,.47,0.15%,2.51,LF
2206,68,Jun 16,SFG,,OAK,"W,2-1",CG,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.325,.489,.925,1.414,3,1.03,0.048,1.14,0.03%,0.12,LF
2207,69,Jun 17,SFG,,OAK,"W,3-0",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.320,.485,.911,1.397,3,.42,-0.015,.48,-0.01%,-0.21,LF
2208,70,Jun 19,SFG,@,SDP,"L,3-4",CG(15),7,5,1,3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,.327,.491,.918,1.409,3,1.43,0.427,1.77,0.32%,2.15,LF
2209,71,Jun 20,SFG,@,SDP,"W,8-6",CG,5,4,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,.325,.489,.920,1.409,3,.59,0.099,.71,0.07%,1.39,LF
2210,73 (1),Jun 22,SFG,@,STL,"W,10-5",CG,5,2,2,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,.322,.491,.911,1.403,3,.52,0.038,.72,0.03%,-0.23,LF
2211,74,Jun 23,SFG,@,STL,"L,5-6",CG,5,3,2,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,.323,.493,.917,1.410,3,1.49,0.129,2.25,0.12%,1.37,LF
2212,75,Jun 24,SFG,@,STL,"L,3-7",CG,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.317,.488,.900,1.389,3,.58,-0.057,.84,-0.05%,-0.51,LF
2213,76,Jun 25,SFG,,LAD,"W,5-2",CG,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.314,.488,.892,1.381,3,.62,0.019,.86,0.02%,0.53,LF
2214,77,Jun 26,SFG,,LAD,"L,8-14",CG,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.308,.484,.877,1.360,3,.81,-0.082,1.24,-0.08%,-0.73,LF
2215,78,Jun 27,SFG,,LAD,"L,3-7",CG,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.306,.479,.866,1.346,3,1.34,-0.027,1.97,-0.02%,-0.62,LF
2216,79,Jun 29,SFG,,STL,"W,3-2",CG,4,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,.305,.483,.863,1.345,3,1.22,0.075,1.55,0.06%,0.61,LF
2217,81 (1),Jul 1,SFG,,STL,"W,5-4",CG,4,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,.308,.489,.868,1.357,3,.67,0.085,.92,0.07%,0.98,LF
2218,82,Jul 2,SFG,@,LAD,"L,6-8",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.303,.483,.853,1.336,3,1.34,-0.117,2.24,-0.12%,-0.78,LF
2219,83,Jul 3,SFG,@,LAD,"L,3-4",CG,5,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,.299,.482,.842,1.324,3,1.91,0.047,3.00,0.04%,-0.15,LF
2220,84,Jul 4,SFG,@,LAD,"L,3-4",CG,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.298,.481,.833,1.313,3,1.22,0.003,1.80,0.00%,0.46,LF
2221,85,Jul 5,SFG,@,LAD,"W,3-2",CG,5,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.298,.482,.827,1.309,3,1.06,0.038,1.43,0.03%,0.11,LF
2222,86,Jul 6,SFG,,MIL,"W,3-2",CG(11),5,4,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,.302,.484,.829,1.313,3,1.38,0.183,1.71,0.14%,0.90,LF
2223,87,Jul 7,SFG,,MIL,"L,3-13",GS-8,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.303,.486,.827,1.312,3,.75,0.076,.98,0.06%,0.69,LF
2224,88,Jul 8,SFG,,MIL,"L,4-6",CG(13),7,5,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,.305,.487,.826,1.314,3,1.44,0.208,1.82,0.16%,1.89,LF
2225,89,Jul 12,SFG,@,SEA,"L,3-4",CG(11),5,5,1,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,.307,.486,.830,1.316,3,.84,0.049,.97,0.03%,0.75,DH
2226,90,Jul 13,SFG,@,SEA,"W,5-3",CG,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.305,.482,.818,1.300,3,.63,0.006,.70,0.00%,-0.38,LF
2227,91,Jul 14,SFG,@,SEA,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.300,.477,.806,1.283,3,1.08,-0.117,1.29,-0.08%,-0.75,DH
2228,92,Jul 15,SFG,@,TEX,"W,7-6",CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.296,.473,.794,1.267,3,.88,-0.079,.96,-0.05%,-0.75,LF
2229,93,Jul 16,SFG,@,TEX,"L,0-2",CG,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,.295,.476,.791,1.268,3,1.13,0.036,1.34,0.03%,0.45,DH
2230,94,Jul 17,SFG,@,TEX,"W,10-2",GS-9,4,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.296,.479,.793,1.272,3,.80,0.029,.84,0.02%,0.18,DH
2231,95,Jul 18,SFG,,COL,"W,10-0",GS-6,3,3,2,2,0,0,2,3,0,0,1,0,0,0,0,0,0,0,.300,.481,.813,1.293,3,.99,0.213,1.15,0.15%,2.46,LF
2232,96,Jul 19,SFG,,COL,"W,2-1",CG,5,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,.298,.482,.807,1.289,3,2.09,0.146,2.49,0.10%,0.70,LF
2233,97,Jul 20,SFG,,ARI,"W,1-0",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.296,.482,.801,1.284,3,.58,-0.022,.95,-0.02%,-0.21,LF
2234,98,Jul 21,SFG,,ARI,"L,2-9",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.292,.477,.790,1.268,3,.63,-0.078,1.12,-0.08%,-1.00,LF
2235,99,Jul 22,SFG,,ARI,"L,4-12",GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.289,.474,.782,1.256,3,.23,-0.017,.36,-0.02%,-0.49,LF
2236,100,Jul 23,SFG,@,COL,"L,2-8",CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.290,.474,.778,1.252,3,.55,-0.064,.61,-0.04%,-0.23,LF
2237,101,Jul 24,SFG,@,COL,"L,4-6",CG,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.290,.474,.777,1.251,3,.69,0.030,.71,0.02%,0.32,LF
2238,102,Jul 25,SFG,@,COL,"W,9-3",8-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.289,.473,.774,1.247,6,.13,-0.003,.11,0.00%,-0.58,PH
2239,103,Jul 26,SFG,@,ARI,"W,11-3",GS-9,5,4,3,2,0,0,2,5,1,0,0,0,0,0,0,0,0,0,.292,.475,.790,1.265,3,1.03,0.404,1.21,0.28%,3.67,LF
2240,104,Jul 27,SFG,@,ARI,"W,9-5",CG,5,3,2,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,.299,.481,.805,1.286,3,.67,0.200,.90,0.16%,2.72,LF
2241,105,Jul 28,SFG,@,ARI,"W,11-4",GS-9,5,3,1,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,.302,.485,.810,1.295,3,.53,0.128,.84,0.12%,2.01,LF
2242,106,Jul 29,SFG,@,ARI,"W,4-3",CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.302,.483,.806,1.289,3,1.24,0.001,2.19,0.00%,0.39,LF
2243,107,Jul 31,SFG,,PIT,"W,8-7",CG(11),6,4,1,2,1,0,0,1,2,0,1,0,0,0,0,0,1,0,.304,.485,.806,1.291,3,1.68,0.148,2.61,0.14%,1.11,LF
2244,108,Aug 1,SFG,,PIT,"W,3-1",CG,4,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,.307,.485,.814,1.299,3,.37,0.096,.61,0.10%,0.96,LF
2245,110 (1),Aug 3,SFG,,PHI,"W,4-2",CG,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.305,.485,.809,1.295,3,.80,0.032,1.67,0.04%,0.12,LF
2246,111,Aug 4,SFG,,PHI,"L,2-12",GS-8,3,2,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,.306,.487,.817,1.303,3,.74,0.057,1.51,0.07%,1.64,LF
2247,112,Aug 5,SFG,,PHI,"W,8-4",CG,5,4,0,2,1,0,0,2,1,1,2,0,0,0,0,0,0,0,.308,.488,.816,1.304,3,.70,0.099,1.43,0.12%,1.99,LF
2248,113,Aug 7,SFG,@,CIN,"W,9-3",CG(11),6,5,1,3,1,0,1,3,1,0,0,0,0,0,0,0,0,1,.313,.490,.824,1.315,3,1.12,0.487,2.13,0.56%,2.55,LF
2249,114,Aug 8,SFG,@,CIN,"L,9-11",CG,5,3,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,.310,.489,.817,1.306,3,1.08,0.009,2.10,0.01%,-0.17,LF
2250,115,Aug 9,SFG,@,CIN,"W,6-4",CG,5,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.308,.486,.817,1.303,3,.73,0.030,1.39,0.03%,-0.37,LF
2251,117 (1),Aug 11,SFG,@,CHC,"W,9-4",CG,5,4,1,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,.307,.485,.819,1.304,3,.47,0.110,1.00,0.14%,2.51,LF
2252,118,Aug 12,SFG,@,CHC,"W,7-6",CG,5,4,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,.307,.484,.815,1.300,3,.51,0.001,1.17,0.00%,-0.33,LF
2253,119,Aug 14,SFG,,FLA,"W,13-7",GS-8,5,2,2,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,.308,.488,.822,1.310,3,.74,0.081,1.57,0.10%,3.21,LF
2254,120,Aug 15,SFG,,FLA,"W,2-1",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.304,.484,.813,1.296,3,.93,-0.092,1.99,-0.12%,-0.65,LF
2255,121,Aug 16,SFG,,FLA,"W,5-3",CG,4,3,2,2,0,0,2,4,1,0,1,0,0,0,0,0,0,0,.307,.486,.828,1.314,3,2.27,0.529,4.82,0.67%,3.04,LF
2256,122,Aug 17,SFG,,ATL,"L,1-2",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.307,.484,.822,1.306,3,1.33,-0.022,2.93,-0.03%,0.13,LF
2257,123,Aug 18,SFG,,ATL,"L,1-3",CG,4,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,.310,.486,.829,1.315,3,.84,0.086,1.93,0.12%,1.24,LF
2258,124,Aug 19,SFG,,ATL,"W,4-1",CG,4,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,.308,.486,.824,1.310,3,.97,0.020,2.28,0.03%,0.04,LF
2259,125,Aug 21,SFG,@,MON,"W,10-2",GS-8,5,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,.306,.487,.820,1.307,3,.32,0.027,.73,0.04%,0.33,LF
2260,126,Aug 22,SFG,@,MON,"L,1-7",CG,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.307,.489,.818,1.307,3,.38,0.044,.83,0.06%,0.82,LF
2261,127,Aug 23,SFG,@,MON,"W,10-5",9-GF,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.309,.490,.827,1.317,9,1.85,0.374,4.25,0.52%,1.00,PH LF
2262,128,Aug 24,SFG,@,NYM,"L,3-4",CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.310,.490,.823,1.313,3,1.27,0.014,2.86,0.02%,0.58,LF
2263,129,Aug 25,SFG,@,NYM,"L,2-3",CG(11),5,3,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,.310,.491,.819,1.310,3,.86,0.009,2.02,0.01%,0.21,LF
2264,130,Aug 26,SFG,@,NYM,"L,5-6",CG,4,3,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,.310,.491,.820,1.312,3,1.27,0.068,3.03,0.10%,0.45,LF
2265,131,Aug 27,SFG,@,NYM,"W,6-5",CG,5,4,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,.314,.494,.830,1.324,3,1.47,0.243,3.46,0.34%,2.16,LF
2266,132,Aug 28,SFG,@,ARI,"L,1-4",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.313,.494,.826,1.320,3,.96,-0.011,2.80,-0.02%,-0.16,LF
2267,133,Aug 29,SFG,@,ARI,"L,0-2",CG,4,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.313,.494,.822,1.316,3,.83,0.004,2.38,0.01%,-0.05,LF
2268,134,Aug 30,SFG,@,ARI,"W,13-5",GS-8,5,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,.314,.497,.820,1.317,3,.53,0.059,1.46,0.10%,1.87,LF
2269,135,Aug 31,SFG,,COL,"L,2-5",CG,4,4,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.313,.495,.822,1.317,3,.49,-0.009,1.22,-0.01%,0.85,LF
2270,136,Sep 1,SFG,,COL,"W,2-1",8-GF,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.313,.496,.822,1.318,9,2.55,0.018,5.80,0.02%,0.23,LF
2271,137,Sep 2,SFG,,COL,"W,3-1",CG,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.311,.495,.816,1.310,4,.89,-0.037,2.19,-0.06%,-0.59,LF
2272,138,Sep 3,SFG,,COL,"L,1-4",CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,.310,.493,.818,1.311,3,1.22,-0.018,3.21,-0.03%,-0.28,LF
2273,139,Sep 4,SFG,,ARI,"W,5-2",CG,4,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,.314,.496,.826,1.322,3,.74,0.157,2.36,0.30%,1.89,LF
